xvariable,xvalue,xlabel_en,xlabel_ne,yvariable,yvalue,ylabel_en,ylabel_ne,total,percoftotal,variablegroup,index
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,p_hlth_safety_measures,4,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,6,0.05357142857142857,preparedness,1183
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,p_hlth_safety_measures,9,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,4,0.03571428571428571,preparedness,1184
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,p_hlth_safety_measures,10,Other,अन्य,0,0.0,preparedness,1185
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,p_hlth_safety_measures,11,We haven't implemented any safety measures for workers currently,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,0,0.0,preparedness,1186
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,p_hlth_safety_measures,1,"Implemented Covid-19 prevention measures like social distancing, use of sanitizers etc.",कोभिड-१९ प्रसारण र रोकथाम उपायहरूमा कामदारहरूलाई जानकारी दिने,26,0.23214285714285715,preparedness,1187
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,p_hlth_safety_measures,2,Encouraging workers to take paid/unpaid leave they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,26,0.23214285714285715,preparedness,1188
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,p_hlth_safety_measures,4,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,14,0.125,preparedness,1189
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,p_hlth_safety_measures,9,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,12,0.10714285714285714,preparedness,1190
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,p_hlth_safety_measures,10,Other,अन्य,1,0.008928571428571428,preparedness,1191
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,p_hlth_safety_measures,11,We haven't implemented any safety measures for workers currently,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,1,0.008928571428571428,preparedness,1192
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,p_hlth_safety_measures,1,"Implemented Covid-19 prevention measures like social distancing, use of sanitizers etc.",कोभिड-१९ प्रसारण र रोकथाम उपायहरूमा कामदारहरूलाई जानकारी दिने,32,0.2857142857142857,preparedness,1193
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,p_hlth_safety_measures,2,Encouraging workers to take paid/unpaid leave they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,22,0.19642857142857142,preparedness,1194
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,p_hlth_safety_measures,4,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,10,0.08928571428571429,preparedness,1195
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,p_hlth_safety_measures,9,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,8,0.07142857142857142,preparedness,1196
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,p_hlth_safety_measures,10,Other,अन्य,3,0.026785714285714284,preparedness,1197
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,p_hlth_safety_measures,11,We haven't implemented any safety measures for workers currently,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,4,0.03571428571428571,preparedness,1198
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,17,0.1827956989247312,need,1199
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,16,0.17204301075268819,need,1200
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,16,0.17204301075268819,need,1201
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,15,0.16129032258064516,need,1202
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,11,0.11827956989247312,need,1203
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,10,0.10752688172043011,need,1204
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,14,0.15053763440860216,need,1205
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,13,0.13978494623655913,need,1206
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,16,0.17204301075268819,need,1207
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,10,0.10752688172043011,need,1208
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,6,0.06451612903225806,need,1209
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,7,0.07526881720430108,need,1210
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,20,0.21505376344086022,need,1211
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,18,0.1935483870967742,need,1212
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,17,0.1827956989247312,need,1213
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,15,0.16129032258064516,need,1214
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,8,0.08602150537634409,need,1215
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,6,0.06451612903225806,need,1216
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,13,0.13978494623655913,need,1217
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,14,0.15053763440860216,need,1218
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,12,0.12903225806451613,need,1219
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,11,0.11827956989247312,need,1220
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,8,0.08602150537634409,need,1221
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,4,0.043010752688172046,need,1222
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,1,0.010752688172043012,need,1223
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,1,0.010752688172043012,need,1224
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,0,0.0,need,1225
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,1,0.010752688172043012,need,1226
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,0,0.0,need,1227
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,0,0.0,need,1228
m_biz_type,4,Hospitality,पसल / सामान,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27,0.2903225806451613,need,1229
m_biz_type,4,Hospitality,पसल / सामान,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,29,0.3118279569892473,need,1230
m_biz_type,4,Hospitality,पसल / सामान,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,20,0.21505376344086022,need,1231
m_biz_type,4,Hospitality,पसल / सामान,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,17,0.1827956989247312,need,1232
m_biz_type,4,Hospitality,पसल / सामान,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,15,0.16129032258064516,need,1233
m_biz_type,4,Hospitality,पसल / सामान,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,10,0.10752688172043011,need,1234
m_biz_type,3,Tours and transport,हस्तशिल्प,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,10,0.10752688172043011,need,1235
m_biz_type,3,Tours and transport,हस्तशिल्प,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,7,0.07526881720430108,need,1236
m_biz_type,3,Tours and transport,हस्तशिल्प,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,11,0.11827956989247312,need,1237
m_biz_type,3,Tours and transport,हस्तशिल्प,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,8,0.08602150537634409,need,1238
m_biz_type,3,Tours and transport,हस्तशिल्प,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1239
m_biz_type,3,Tours and transport,हस्तशिल्प,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,5,0.053763440860215055,need,1240
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,11,0.11827956989247312,need,1241
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,9,0.0967741935483871,need,1242
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,9,0.0967741935483871,need,1243
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,12,0.12903225806451613,need,1244
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,7,0.07526881720430108,need,1245
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,5,0.053763440860215055,need,1246
m_biz_type,1,Entertainment,होटल,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,11,0.11827956989247312,need,1247
m_biz_type,1,Entertainment,होटल,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,11,0.11827956989247312,need,1248
m_biz_type,1,Entertainment,होटल,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,16,0.17204301075268819,need,1249
m_biz_type,1,Entertainment,होटल,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,10,0.10752688172043011,need,1250
m_biz_type,1,Entertainment,होटल,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,5,0.053763440860215055,need,1251
m_biz_type,1,Entertainment,होटल,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,5,0.053763440860215055,need,1252
m_biz_type,9,Other,अन्य,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,6,0.06451612903225806,need,1253
m_biz_type,9,Other,अन्य,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,6,0.06451612903225806,need,1254
m_biz_type,9,Other,अन्य,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,5,0.053763440860215055,need,1255
m_biz_type,9,Other,अन्य,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,5,0.053763440860215055,need,1256
m_biz_type,9,Other,अन्य,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,4,0.043010752688172046,need,1257
m_biz_type,9,Other,अन्य,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,2,0.021505376344086023,need,1258
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1259
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1260
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1261
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,1,0.010752688172043012,need,1262
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,1,0.010752688172043012,need,1263
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,1,0.010752688172043012,need,1264
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1265
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1266
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1267
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,2,0.021505376344086023,need,1268
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,2,0.021505376344086023,need,1269
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,2,0.021505376344086023,need,1270
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,6,0.06451612903225806,need,1271
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,7,0.07526881720430108,need,1272
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,4,0.043010752688172046,need,1273
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,6,0.06451612903225806,need,1274
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,3,0.03225806451612903,need,1275
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,3,0.03225806451612903,need,1276
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,23,0.24731182795698925,need,1277
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,24,0.25806451612903225,need,1278
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,22,0.23655913978494625,need,1279
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,19,0.20430107526881722,need,1280
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,12,0.12903225806451613,need,1281
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,9,0.0967741935483871,need,1282
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_expectd_problms_next_6_mnths,4,My business will have difficulties in covering its operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,32,0.34408602150537637,need,1283
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_expectd_problms_next_6_mnths,1,My business will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27,0.2903225806451613,need,1284
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_expectd_problms_next_6_mnths,6,My business will have difficulties in getting enough customers required for its survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,31,0.3333333333333333,need,1285
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_expectd_problms_next_6_mnths,3,My business will have difficulties in paying its taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,24,0.25806451612903225,need,1286
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_expectd_problms_next_6_mnths,2,My business will have difficulties to acquire additional loans or funds,मेरो व्यवसायलाई थप ऋण वा कोष प्राप्त गर्न कठिनाइ हुनेछ,15,0.16129032258064516,need,1287
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_expectd_problms_next_6_mnths,5,My business will most likely face labor-related issues,मेरो व्यवसायले सम्भवतः श्रम सम्बन्धी मुद्दाहरूको सामना गर्नेछ,12,0.12903225806451613,need,1288
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,n_rcvry_preferred_loan_pybck_incntv,1,Reduced interest rates on existing loans,अवस्थित ऋणमा ब्याज दरहरू घटाइयो,8,0.12903225806451613,need,1289
